name,hp,atk,def,spa,spd,spe,weight,height,formats,generation,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes
Shedinja,1,90,45,30,30,40,1.2,0.8,ZU,RS,0,5,0,4,0,2,2,7,0,0,1,0,0,0,4,2,2,0,0,1,7,6,2,2,1,1,7,7,4,2.0,4,4,4,4,4,4,1,7,5,4,4,4,2.0,1.0,1.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,ZU,0
Whismur,64,51,23,51,23,28,16.3,0.6,ZU,RS,0,1,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,1,14,10,7,3,1,0,8,6,6,1.0,8,7,6,5,4,4,3,9,8,7,7,5,2.0,2.0,0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0,ZU,0
Loudred,84,71,43,71,43,48,40.5,1.0,ZU,RS,0,1,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,1,22,16,11,5,2,1,10,9,8,1.0,9,8,7,6,5,5,4,9,8,7,7,5,2.0,2.0,1.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,25.0,0,ZU,0
Sableye,50,75,75,65,65,50,11.0,0.5,PU,RS,1,1,0,1,0,3,2,12,0,0,1,0,0,2,4,3,2,1,0,0,22,15,10,5,3,1,13,13,10,3.0,10,9,8,7,7,4,2,11,10,10,10,5,1.0,0.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,87.5,87.5,0,ZU,0
Aron,50,70,100,40,40,30,60.0,0.4,ZU,RS,0,1,2,6,2,1,2,9,2,0,0,0,0,0,3,0,0,0,0,0,16,12,7,7,5,1,9,9,6,4.0,4,3,2,1,1,1,0,6,6,6,6,3,1.0,1.0,1.0,1.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,ZU,0
Lairon,60,90,140,50,50,40,120.0,0.9,ZU,RS,0,1,2,6,2,1,2,9,2,0,0,0,0,0,3,0,0,0,0,0,20,16,10,9,7,2,9,9,6,4.0,4,3,2,1,1,1,0,6,6,6,6,3,1.0,1.0,1.0,1.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,ZU,0
Aggron,70,110,180,60,60,50,360.0,2.1,PU,RS,1,1,2,6,2,1,2,9,2,0,0,0,0,0,3,0,0,0,0,2,40,29,20,15,8,2,14,14,11,5.0,17,15,14,12,10,7,5,11,11,11,11,10,7.0,7.0,3.0,2.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,PU,1
Electrike,40,45,40,65,40,65,15.2,0.6,ZU,RS,0,1,0,3,0,0,1,2,0,0,0,0,3,0,3,1,0,0,0,2,13,10,5,3,2,1,7,7,5,1.0,6,6,5,4,4,3,2,5,4,4,4,3,1.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Manectric,70,75,60,105,60,105,40.2,1.5,PU,RS,1,1,0,3,0,0,1,2,0,0,0,0,3,0,3,1,0,0,0,2,13,10,5,3,2,1,7,7,5,1.0,8,8,7,6,5,4,3,5,4,4,4,3,3.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,70.0,0,ZU,0
Roselia,50,60,45,100,80,65,2.0,0.3,PU,RS,1,4,0,4,1,0,2,2,3,0,0,1,0,0,4,0,2,1,0,2,7,7,4,3,2,1,4,4,3,2.0,6,6,6,6,5,4,3,7,6,6,6,6,1.0,1.0,1.0,0.0,0.0,4,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,12.5,0,ZU,0
Carvanha,45,90,20,65,20,65,20.8,0.8,ZU,RS,0,5,0,6,0,1,2,5,0,0,0,0,3,0,5,2,0,0,0,1,14,12,7,5,4,1,9,8,5,1.0,10,8,7,5,5,3,3,6,5,5,5,4,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,80.0,0,ZU,0
Sharpedo,70,120,40,95,40,95,88.8,1.8,RU,RS,3,5,0,6,0,1,2,5,0,0,0,0,3,0,5,2,0,0,0,1,20,17,10,8,7,3,12,11,8,2.0,10,8,7,5,5,3,3,6,5,5,5,4,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,80.0,0,RU,3
Wailmer,130,70,35,70,35,60,130.0,2.0,ZU,RS,0,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,13,12,5,4,4,1,10,9,7,2.0,10,9,8,7,6,5,4,4,4,4,3,3,2.0,2.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,ZU,0
Wailord,170,90,45,90,45,60,398.0,14.5,ZU,RS,0,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,15,14,7,6,6,1,10,9,7,2.0,10,9,8,7,6,5,4,4,4,4,3,3,3.0,3.0,2.0,2.0,2.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,ZU,0
Swablu,45,40,60,40,75,50,1.2,0.4,ZU,RS,0,3,0,2,0,2,2,7,0,1,0,1,0,0,3,0,0,1,0,1,7,6,3,3,1,0,7,6,4,3.0,6,6,6,6,4,3,3,8,7,7,7,6,1.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,40.0,0,ZU,0
Altaria,75,70,90,70,105,80,20.6,1.1,PU,RS,1,3,1,4,1,1,2,5,0,1,0,1,0,0,4,0,0,1,0,3,10,8,5,5,2,1,9,8,6,3.0,11,11,11,11,8,7,7,8,7,7,7,7,5.0,4.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,40.0,0,ZU,0
Barboach,50,48,43,46,41,60,1.9,0.4,ZU,RS,0,0,1,4,0,1,2,6,0,0,0,0,0,0,4,0,0,0,0,1,7,7,3,2,2,1,6,6,4,1.0,10,8,7,6,6,5,3,5,5,5,5,4,3.0,3.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,0,ZU,0
Whiscash,110,78,73,76,71,60,23.6,0.9,ZU,RS,0,0,1,4,0,1,2,6,0,0,0,0,0,0,4,0,0,0,0,2,14,13,8,5,4,2,8,8,6,1.0,10,8,7,6,6,5,3,6,6,6,6,6,5.0,5.0,3.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,0,ZU,0
Corphish,43,80,65,50,35,35,11.5,0.6,ZU,RS,0,2,0,4,0,0,1,2,0,0,0,0,0,2,4,2,0,0,0,1,14,9,5,5,2,0,9,9,7,2.0,10,7,6,5,5,4,4,6,6,6,6,3,2.0,2.0,0.0,0.0,0.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,37.5,0,ZU,0
Crawdaunt,63,120,85,90,55,55,32.8,1.1,OU,RS,5,5,0,6,0,1,2,5,0,0,0,0,0,2,4,2,0,0,0,1,17,12,7,7,4,1,10,10,7,2.0,13,10,9,7,7,5,5,7,7,7,7,5,3.0,3.0,1.0,1.0,1.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,37.5,0,UU,4
Baltoy,40,40,55,40,70,55,21.5,0.5,ZU,RS,0,6,0,4,0,1,2,2,2,1,0,0,0,0,3,0,0,0,0,1,11,11,5,3,2,1,4,4,4,1.0,11,10,9,9,8,7,4,8,8,8,7,5,1.0,0.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Claydol,60,70,105,70,120,75,108.0,1.5,PU,RS,1,6,0,4,0,1,2,2,2,1,0,0,1,0,4,0,0,0,0,1,14,13,7,5,4,2,5,5,5,1.0,13,12,11,11,10,8,4,8,8,8,7,6,2.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,PU,1
Lileep,66,41,77,61,87,23,23.8,1.0,ZU,RS,0,4,0,2,0,0,2,-2,2,0,0,0,0,0,4,0,2,1,0,1,9,9,4,3,1,0,4,3,3,1.0,7,5,4,4,3,2,1,7,6,6,6,3,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Cradily,86,81,97,81,107,43,60.4,1.5,PU,RS,1,4,0,2,0,0,2,-2,2,0,0,0,0,0,4,0,2,1,0,1,13,12,7,6,4,3,6,5,4,2.0,8,6,5,5,4,3,2,7,6,6,6,4,1.0,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Anorith,45,95,50,40,50,75,12.5,0.7,ZU,RS,0,3,0,2,0,0,2,-1,2,1,0,0,0,2,4,2,0,0,0,5,11,10,3,3,1,0,8,8,5,1.0,4,2,1,1,1,1,0,5,5,5,4,1,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Armaldo,75,125,100,70,80,45,68.2,1.5,PU,RS,1,3,0,2,0,0,2,-1,2,1,0,0,0,2,4,2,0,0,0,5,22,18,10,8,4,2,11,11,7,2.0,5,3,2,2,1,1,0,6,6,6,5,3,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Absol,65,130,60,75,60,75,47.0,1.2,PU,RS,1,3,0,2,0,1,1,3,0,0,0,1,0,2,4,2,0,0,0,2,24,18,11,9,5,2,10,10,9,3.0,14,13,12,10,10,8,4,10,9,9,9,7,5.0,5.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,PU,1
Wynaut,95,23,48,23,48,23,14.0,0.6,ZU,RS,0,3,0,2,0,0,1,-1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Snorunt,50,50,50,50,50,50,16.8,0.7,ZU,RS,0,4,0,1,0,0,1,-3,3,0,0,0,0,0,0,2,0,0,0,2,7,7,2,2,2,1,5,3,3,1.0,6,5,4,3,3,3,1,4,4,4,4,2,1.0,1.0,0.0,0.0,0.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,26.31578947368421,26.31578947368421,0,ZU,0
Glalie,80,80,80,80,80,80,256.5,1.5,ZU,RS,0,4,0,1,0,0,1,-3,3,0,0,0,0,0,0,2,0,0,0,2,15,14,8,6,6,2,7,5,5,2.0,8,7,6,5,5,4,2,5,5,5,5,4,2.0,2.0,1.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,26.31578947368421,26.31578947368421,0,ZU,0
Spheal,70,40,50,55,50,25,39.5,0.8,ZU,RS,0,4,0,1,1,0,2,-1,0,0,0,0,0,0,3,0,0,0,0,1,10,8,4,3,2,1,6,6,5,2.0,5,4,3,2,2,1,1,4,3,3,3,2,1.0,1.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,ZU,0
Sealeo,90,60,70,75,70,45,87.6,1.1,ZU,RS,0,4,0,1,1,0,2,-1,0,0,0,0,0,0,3,0,0,0,0,1,11,9,5,4,3,1,7,6,5,2.0,5,4,3,2,2,1,1,4,3,3,3,2,1.0,1.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,ZU,0
Walrein,110,80,90,95,90,65,150.6,1.4,PU,RS,1,4,0,1,1,0,2,-1,0,0,0,0,0,0,4,0,0,0,0,1,19,17,11,9,8,1,9,9,7,2.0,6,5,4,3,3,2,2,4,3,3,3,3,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,ZU,0
Relicanth,100,90,130,45,65,55,23.4,1.0,PU,RS,1,3,1,4,1,0,2,1,2,0,0,0,0,0,3,0,0,0,0,5,17,17,11,9,7,2,8,7,7,2.0,10,7,6,5,5,4,3,5,5,5,5,4,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Bagon,45,75,60,40,30,50,42.1,0.6,ZU,RS,0,3,0,4,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,13,11,5,4,1,0,10,10,6,2.0,6,6,6,6,4,4,4,5,4,4,4,4,3.0,3.0,1.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,ZU,0
Shelgon,65,95,100,60,50,50,110.5,1.1,ZU,RS,0,3,0,4,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,13,11,5,4,1,0,10,10,6,2.0,6,6,6,6,4,4,4,5,4,4,4,4,3.0,3.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,42.857142857142854,42.857142857142854,0,ZU,0
Salamence,95,135,80,110,80,100,102.6,1.5,UU,RS,4,3,1,4,1,1,2,5,0,1,0,1,0,0,4,0,0,1,0,3,20,16,10,8,3,2,14,14,10,2.0,9,9,9,9,7,6,5,6,5,5,5,5,5.0,5.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,UU,4
Beldum,40,55,80,35,60,30,95.2,0.6,ZU,RS,0,4,0,8,1,1,2,10,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,1,1,0,3,3,3,0.0,1,1,1,0,0,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,64.28571428571429,64.28571428571429,0,ZU,0
Metang,60,75,100,55,80,50,202.5,1.2,PU,RS,1,4,0,8,1,1,2,10,2,0,0,0,0,0,3,2,0,0,0,1,18,15,10,6,4,2,10,10,8,2.0,8,7,7,6,4,4,3,7,6,6,6,5,2.0,2.0,2.0,2.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,64.28571428571429,64.28571428571429,0,ZU,0
Metagross,80,135,130,95,90,70,550.0,1.6,RU,RS,3,4,0,8,1,1,2,10,2,0,0,0,0,0,3,2,0,0,0,1,22,18,13,7,5,2,11,11,8,2.0,8,7,7,6,4,4,3,7,6,6,6,5,2.0,2.0,2.0,2.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,64.28571428571429,64.28571428571429,0,RU,3
Latias,80,80,90,110,130,110,40.0,1.4,OU,RS,5,6,0,6,0,0,2,0,0,1,0,2,0,0,4,2,0,1,0,2,12,12,8,6,2,1,9,9,6,2.0,19,18,17,17,14,10,6,12,11,11,11,9,4.0,4.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,OU,5
Latios,80,90,80,130,110,110,60.0,2.0,OU,RS,5,6,0,6,0,0,2,0,0,1,0,0,0,0,4,0,0,1,0,2,12,12,8,6,2,1,9,9,6,2.0,19,18,17,17,14,10,6,12,11,11,11,9,4.0,4.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,OU,5
Kyogre,100,100,90,150,140,90,352.0,4.5,Uber,RS,6,2,0,4,0,0,1,2,0,0,0,0,0,0,3,0,0,0,1,2,13,11,6,6,5,1,7,7,6,1.0,11,9,8,7,7,5,5,6,5,5,5,4,4.0,4.0,2.0,2.0,2.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,Uber,6
Groudon,100,150,140,100,90,90,950.0,3.5,Uber,RS,6,3,0,2,0,1,1,3,2,0,0,0,0,0,4,0,0,0,1,2,27,20,14,9,5,2,12,12,8,1.0,12,10,10,10,9,7,5,7,7,7,7,6,4.0,4.0,3.0,2.0,2.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,Uber,6
Rayquaza,105,150,90,150,90,95,206.5,7.0,Uber,RS,6,3,1,4,1,1,2,5,0,1,0,0,0,0,4,2,0,0,0,3,21,17,11,10,5,2,12,12,9,2.0,20,18,17,16,14,11,8,11,11,11,11,10,8.0,8.0,4.0,1.0,1.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0,Uber,6
Jirachi,100,100,100,100,100,100,1.1,0.3,OU,RS,5,4,0,8,1,1,2,10,2,0,0,2,3,0,3,0,2,0,0,2,12,10,7,4,3,1,9,9,8,1.0,18,16,15,14,12,9,6,13,12,12,12,9,5.0,5.0,4.0,2.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,60.0,0,UU,4
Rotom-Heat,50,65,107,105,107,86,0.3,0.3,OU,DP,5,2,1,7,1,0,2,5,0,1,0,0,3,0,4,2,0,0,0,2,4,3,2,2,2,1,3,3,2,1.0,10,10,9,9,8,5,2,8,7,6,6,6,3.0,2.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,UU,4
Rotom-Wash,50,65,107,105,107,86,0.3,0.3,OU,DP,5,2,0,4,1,0,2,4,0,1,0,0,3,0,4,2,0,0,0,2,4,3,2,2,2,1,3,3,2,1.0,10,10,9,9,8,5,2,8,7,6,6,6,3.0,2.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,UU,4
Rotom-Frost,50,65,107,105,107,86,0.3,0.3,ZU,DP,0,4,0,3,0,0,2,-1,0,1,0,0,3,0,4,2,0,0,0,2,4,3,2,2,2,1,3,3,2,1.0,10,10,9,8,7,4,1,8,7,6,6,6,3.0,2.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Rotom-Fan,50,65,107,105,107,86,0.3,0.3,PU,DP,1,2,0,5,0,1,2,7,0,1,0,0,3,0,4,2,0,0,0,2,4,3,2,2,2,1,3,3,2,1.0,10,10,9,9,8,5,1,8,7,6,6,5,2.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Rotom-Mow,50,65,107,105,107,86,0.3,0.3,NU,DP,2,4,0,3,1,0,2,1,0,1,0,0,3,0,4,2,0,0,0,2,4,3,2,2,2,1,3,3,2,1.0,10,10,9,9,8,5,2,8,7,6,6,6,3.0,2.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,NU,2
Roserade,60,70,65,125,105,90,14.5,0.9,RU,DP,3,4,0,4,1,0,2,2,3,0,0,1,0,0,4,3,2,1,0,2,7,7,4,3,2,1,4,4,3,2.0,6,6,6,6,5,4,3,7,6,6,6,6,2.0,2.0,2.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,54.54545454545454,0,RU,3
Mime Jr.,20,25,45,70,90,60,13.0,0.6,ZU,DP,0,3,0,1,1,1,2,4,0,0,0,1,0,0,4,3,2,0,0,2,4,1,0,0,0,0,3,3,1,1.0,12,11,9,9,8,6,4,8,6,6,6,5,2.0,2.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,83.33333333333334,83.33333333333334,0,ZU,0
Togekiss,85,50,95,120,115,80,38.0,1.5,UU,DP,4,5,0,2,2,2,2,9,0,1,0,2,0,0,4,2,2,1,0,1,13,8,4,3,1,0,7,6,5,3.0,17,16,15,15,12,10,6,13,12,11,11,7,4.0,4.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,RU,3
Dusknoir,45,100,135,65,135,45,106.6,2.2,PU,DP,1,2,0,2,0,2,1,8,0,0,1,0,0,0,3,2,0,0,0,1,20,12,8,6,3,2,10,10,9,3.0,11,10,9,8,8,6,2,9,7,7,6,6,4.0,4.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,ZU,0
Cherrim,70,60,70,87,78,85,9.3,0.5,ZU,DP,0,5,0,4,0,0,1,-1,0,0,0,2,0,0,4,0,2,1,0,2,4,4,3,2,1,0,4,3,3,1.0,4,4,4,4,3,2,1,4,4,4,4,4,2.0,2.0,2.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ZU,0
Magnezone,70,70,115,130,90,60,180.0,1.2,OU,DP,5,2,1,9,2,1,2,13,0,0,0,0,3,0,2,0,0,0,0,2,10,10,7,5,4,0,5,4,4,2.0,7,7,6,5,3,2,1,3,3,3,3,3,3.0,3.0,3.0,2.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,OU,5
Leafeon,65,110,130,60,65,95,25.5,1.0,PU,DP,1,5,0,4,0,0,1,-1,0,0,0,2,0,2,4,1,2,1,0,5,9,7,4,3,1,1,8,8,5,1.0,6,6,6,6,4,2,1,5,3,3,3,3,2.0,2.0,2.0,1.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,63.63636363636363,63.63636363636363,0,ZU,0
Glaceon,65,60,110,130,95,65,25.9,0.8,PU,DP,1,4,0,1,0,0,1,-3,0,0,0,2,0,0,2,2,0,0,0,2,9,7,2,2,2,1,7,7,4,1.0,8,7,6,5,4,3,2,6,4,4,4,3,2.0,2.0,1.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,16.666666666666664,0,ZU,0
Gallade,68,125,65,65,115,80,52.0,1.6,PU,DP,1,3,0,2,0,0,2,-1,0,0,0,1,1,2,4,2,2,0,0,2,25,19,15,10,6,5,14,14,12,2.0,15,14,13,13,11,9,4,10,9,9,9,7,3.0,3.0,3.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Heatran,91,90,106,130,106,77,430.0,1.7,Uber,DP,6,2,1,4,5,1,2,14,2,0,0,0,0,0,3,0,0,0,0,1,18,16,10,9,8,2,8,8,6,2.0,14,13,13,12,8,5,4,7,7,7,7,6,3.0,3.0,3.0,3.0,2.0,3,1,1.0,1.0,1.0,1.0,0.0,0.0,77.77777777777779,77.77777777777779,0,OU,5
Shinx,45,65,34,40,34,45,9.5,0.5,ZU,DP,0,1,0,3,0,0,1,2,0,0,0,0,3,0,5,1,0,0,0,2,12,9,6,4,3,1,10,9,6,0.0,5,5,4,3,3,2,1,4,3,3,3,1,1.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,61.53846153846154,0,ZU,0
Luxio,60,85,49,60,49,60,30.5,0.9,ZU,DP,0,1,0,3,0,0,1,2,0,0,0,0,3,0,5,1,0,0,0,2,12,9,6,4,3,1,10,9,6,0.0,5,5,4,3,3,2,1,4,3,3,3,1,1.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,61.53846153846154,0,ZU,0
Luxray,80,120,79,95,79,70,42.0,1.4,PU,DP,1,1,0,3,0,0,1,2,0,0,0,0,3,0,5,1,0,0,0,2,14,11,8,6,3,1,10,10,7,2.0,5,5,4,3,3,2,1,4,3,3,3,2,2.0,2.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,61.53846153846154,0,ZU,0
Budew,40,30,35,50,70,55,1.2,0.2,ZU,DP,0,4,0,4,1,0,2,2,3,0,0,0,0,0,4,0,2,1,0,2,3,3,2,1,0,0,3,2,1,0.0,6,6,6,6,5,4,3,7,6,6,6,6,1.0,1.0,1.0,0.0,0.0,4,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,12.5,0,ZU,0
Combee,30,30,42,30,42,70,5.5,0.3,ZU,DP,0,4,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,2,2,0,0.0,1,1,1,1,1,1,1,4,3,3,3,1,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0,ZU,0
Vespiquen,70,80,102,80,102,40,38.5,1.2,PU,DP,1,4,1,1,2,1,2,3,1,1,0,1,3,0,2,0,0,1,0,0,10,7,3,2,0,0,6,6,2,1.0,6,6,5,5,5,4,2,7,6,6,6,4,1.0,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,ZU,0
Cherubi,45,35,45,62,53,35,3.3,0.4,ZU,DP,0,5,0,4,0,0,1,-1,0,0,0,2,0,0,4,0,2,1,0,5,3,3,2,1,0,0,3,2,2,0.0,4,4,4,4,3,2,1,4,4,4,4,3,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,63.63636363636363,63.63636363636363,0,ZU,0
Shellos,76,48,48,57,62,34,6.3,0.3,ZU,DP,0,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,2,3,2,0,0,0,0,3,3,2,0.0,12,9,7,6,6,5,3,7,6,6,6,3,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,14.285714285714285,0,ZU,0
Gastrodon,111,83,68,92,82,39,29.9,0.9,UU,DP,4,0,1,4,0,1,2,6,0,0,0,0,0,0,2,0,0,1,0,2,11,9,5,4,3,2,6,6,4,1.0,14,11,9,8,8,7,5,7,6,6,6,5,3.0,3.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,14.285714285714285,0,RU,3
Drifloon,90,50,34,60,44,70,1.2,0.4,ZU,DP,0,5,0,2,1,3,2,11,0,1,1,0,0,2,4,2,0,0,0,2,9,6,3,1,1,0,5,3,1,1.0,7,6,6,6,6,5,2,8,7,7,6,3,2.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,85.71428571428571,0,ZU,0
Drifblim,150,80,44,90,54,80,15.0,1.2,PU,DP,1,5,0,2,1,3,2,11,0,1,1,0,0,2,4,2,0,2,0,2,9,6,3,1,1,0,5,4,3,1.0,7,6,6,6,6,5,2,8,7,7,6,4,3.0,2.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,85.71428571428571,0,ZU,0
